UnitID,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004
482565,0,25,15,33,18,14,13,11,9,,,,,,,,,
482574,17,17,34,30,26,24,31,32,33,,,,,,,,,
482608,30,11,17,20,11,22,28,26,22,,,,,,,,,
482617,20,33,0,0,13,26,0,0,0,,,,,,,,,
482635,25,7,19,17,22,16,16,19,23,,,,,,,,,
482653,0,25,15,44,40,30,22,17,23,,,,,,,,,
113634,,,,,,,,,,,,,,,,,,
476780,,,,,,,,,,,,,,,,,,
461388,,,,,,,,,,,,,,,,,,
212009,82,84,83,84,83,84,85,84,86,85,84,82,84,84,83,82,84,80
200059,36,36,40,32,29,30,29,31,38,35,31,38,28,33,31,31,30,20
373526,,,,,,,,,,,,,,,,,,
260664,,,,,,,,,,,,,,,,,,
443410,57,53,56,47,43,40,50,54,54,57,54,72,59,60,19,38,47,35
480028,,,,,,,,,,,,,,,,,,
490498,,,,,,,,,,,,,,,,,,
451255,,,,,,,,,,,,,,,,,,
158802,52,50,51,42,40,39,38,36,46,31,24,28,28,39,48,48,41,50
165608,,,,,,,,,,,,,,,,,,
105297,,,,,,100,0,,,,,0,,,,,,
184278,,,,,,,,,,,,,,,,,,
235088,,,,,,,,,,,,,,,,,,
395690,,,,,,,,,,,,,,,,,,
445869,,,,,,,,,,,,,,,,,,
153241,100,50,100,75,100,33,53,50,44,27,17,25,6,16,0,70,0,59
230171,25,23,21,22,20,20,18,22,18,63,,,,,,,,
451583,,,,,,,,,,,,,,,,,,
211802,,,,,,,,,,,,,,,,,,
181020,59,60,54,62,63,59,61,59,60,64,63,55,64,67,67,70,69,64
154998,,,,,,,,,,,,,,,,,,
485607,,,,,,,,,,,,,,,,,,
190761,44,48,47,43,43,43,46,39,36,33,42,39,35,46,42,41,53,51
113704,,,,,,,,,,,,,,,,,,
148496,52,63,64,61,62,62,59,63,63,66,63,65,72,69,61,67,68,60
113698,77,74,70,72,72,72,64,62,53,57,56,55,50,49,54,53,58,50
150428,,,,,,,,,,,,,,,,,,
122117,,,,,,,,,,,,,,,,,,
155007,,,,,,,,,,,,,0,,,,,
153250,75,65,75,73,64,69,68,65,62,65,60,60,57,64,67,60,61,67
169761,,,,,,,,,,,,,,,,,,
483504,,,,,,,,,,,,,,,,,,
455558,,,,,,,,,,,,,,,,,,
250744,,,,,,,,,,,,,,,,,,
460482,,,,,,,,,,,,,,,,,,
247153,,,,,,,,,,,,,,,,,,
495837,,,,,,,,,,,,,,,,,,
169734,,,,,,,,,,,,,,,,,,
212045,,,,,,,,,,,,,,,,,,
261436,,,,,,,,,,,,,,,,,,
371690,,,,,,,,,,,,,,,,,,
262466,,,,,,,,,,,,,,,,,,
449481,,,,,,,,,,,,,,,,,,
153269,77,77,80,76,77,77,73,74,70,72,75,73,74,69,70,76,67,69
184348,74,69,69,62,62,61,67,62,69,69,68,71,76,77,71,76,73,73
212054,78,71,69,74,71,70,68,67,70,65,68,68,66,62,64,60,60,57
177214,60,60,58,64,52,53,49,63,54,48,53,52,52,56,62,55,55,66
492801,26,23,10,22,,,,,,,,,,,,,,
492139,,,,,,,,,,,,,,,,,,
198419,96,96,95,96,95,95,95,95,94,95,94,94,95,95,94,94,93,94
175227,33,0,0,50,80,67,100,,,,,,,,,,,
212106,77,77,80,78,79,77,72,76,76,74,73,75,74,72,72,70,68,69
495253,,,,,,,,,,,,,,,,,,
198455,,,,,,,,,,,,,,,,,,
431105,,,,,,,,,,,,,,,,,,
190840,,,,,,,,,,,,,,,,,,
458043,,,,,,,,,,,,,,,,,,
220057,,,,,,,,,,,,,,,,,,
154466,,,,,,,,,,,,,,,,,,
488174,,,,,,,,,,,,,,,,,,
496326,,,,,,,,,,,,,,,,,,
447421,44,,50,100,100,100,100,82,,,,,,,,,,
230366,45,,40,80,100,100,40,18,,,,,,,,,,
150455,73,67,64,64,68,71,67,72,71,72,66,73,72,72,75,71,67,72
106883,,,,,,,,,,,,,,,,,,
198464,66,65,66,65,62,61,62,59,56,58,59,56,57,54,54,56,54,53
177250,,,,,,,,,,,,,,,,,,
175643,,,,,,,,,,,,,,,,,,
207041,31,39,37,35,33,34,36,34,34,33,34,31,32,34,35,34,35,33
139621,,0,,,,,,,,,,,,,,,,
113856,,,,,,,,,,,,,,,,,,
175652,,,,,,,,,,,,,,,,,,
204884,,,,,,,,,,,,,,,,,,
212115,49,50,52,50,48,57,55,56,56,57,59,58,59,54,51,52,49,51
220075,51,50,50,45,41,40,43,43,41,41,44,39,43,42,38,40,39,38
224527,45,35,44,35,31,38,46,38,33,32,43,36,42,39,34,34,49,45
441210,,,,,,,,,,,,,,,,,,
439394,,,,,,,,,,,,,,,,,,
208637,,,,,,,,,,,,,,,,,,
483799,,,,,,,,,,,,,,,,,,
144883,10,16,12,8,12,11,0,9,11,9,8,18,14,9,9,13,7,7
104577,,,,,,,,,,,,,,,,,,
375966,,,,,,,,,,,,,,,,,,
106892,,,,,,,,,,,,,,,,,,
364751,,,,,,,,,,,,,,,,,,
129215,57,56,57,57,54,54,56,56,51,53,49,52,51,46,48,48,43,41
132693,,,,,,,,,,,,,,,,,,
203331,,,,,,,,,,,,,,,,,,
144892,51,51,53,58,56,57,58,59,60,60,59,62,58,56,60,60,61,62
448354,73,76,,,,,,,,,,,,,,,,
421878,33,68,,,,,,,,,,,,,,,,
153311,,,,,,,,,,,,,,,,,,
156620,52,52,50,51,49,45,45,42,39,37,38,37,37,38,39,35,37,29
161138,,,,,,,,,,,,,,,,,,
232043,55,60,58,60,63,62,61,62,63,59,66,57,61,64,70,61,67,60
169798,48,47,46,45,40,41,40,37,38,37,40,38,40,36,39,40,38,41
165644,56,38,40,45,49,45,66,51,58,48,52,55,40,61,53,46,32,50
383996,,,,,,,,,,,,,,,,,,
187648,34,29,33,32,32,32,32,27,29,29,24,24,29,28,32,29,35,32
187666,,,,,,,,,,,,,,,,,,
418348,,,,,,,,,,,,,,,,,,
207050,,,,,,,,,,,,,,,,,,
208646,38,28,27,33,30,31,26,34,23,32,32,32,31,27,29,33,29,32
446224,,,,,,,,,,,,,,,,,,
232052,,,,,,,,,,,,,,,,,,
418065,,,,,,,,,,,,,,,,,,
486877,,,,,,,,,,,,,,,,,,
486886,,,,,,,,,,,,,,,,,,
212133,62,58,62,63,66,65,63,62,55,59,67,67,65,61,59,63,60,57
441858,,,,,,,,,,,,,,,,,,
231970,,,,,,,,,,,,,,,,,,
235097,50,51,54,44,52,47,46,46,45,46,46,48,47,48,47,48,48,43
438708,,,,,,,,,,,,,,,,,,
240596,,,,,,,,,,,,,,,,,,
407461,,,,,,,,,,,,,,,,,,
183488,,,,,,,,,,,,,,,,,,
185721,,,,,,,,,,,,,,,,,,
184959,100,,,,,,,,,,,,,,,,,
446233,17,38,25,10,28,11,6,3,17,33,38,40,40,25,33,,25,
133492,68,65,66,68,70,66,65,66,66,60,63,69,65,64,58,59,63,65
248934,33,39,34,43,36,27,32,32,27,30,38,46,,,,,,
247162,,,,,,,,,,,,,,,,,,
177278,,,,,,,,,,,,,,,,,,
198491,,,,,,,,,,,,,,,,,,
238661,62,65,64,63,61,63,60,62,57,53,51,57,52,47,47,53,50,49
212160,50,50,49,52,48,49,49,49,46,44,53,45,46,44,47,49,49,48
202648,,,,,,,,,,,,,,,,,,
235103,,,,,,,,,,,,,,,,,,
457794,,,,,,,,,,,,,,,,,,
146454,,,,,,,,,,,,,,,,,,
260965,,,,,,,,,,,,,,,,,,
149204,,,,,,,,,,,,,,,,,,
490461,,,,,,,,,,,,,,,,,,
442806,,,,,,,,,,,,,,,,,,
133526,28,28,26,20,32,26,20,20,20,23,18,15,12,11,9,11,9,18
202657,,,,,,,,,,,,,,,,,,
410964,,,,,,,,,,,,,,,,,,
113980,,,,,,,,,,,,,,,,,,
224642,,,,,,,,,,,,,,,,,,
476887,,,,,,,,,,,,,,,,,,
483382,,,,,,,,,,,,,,,,,,
494001,,,,,,,,,,,,,,,,,,
451282,,,,,,,,,,,,,,,,,,
479983,,,,,,,,,,,,,,,,,,
144944,,,,,,,,,,,,,,,,,,
488305,,,,,,,,,,,,,,,,,,
492005,,,,,,,,,,,,,,,,,,
451529,,,,,,,,,,,,,,,,,,
461607,,,,,,,,,,,,,,,,,,
490294,,,,,,,,,,,,,,,,,,
461999,,,,,,,,,,,,,,,,,,
495776,,,,,,,,,,,,,,,,,,
452887,,,,,,,,,,,,,,,,,,
496371,,,,,,,,,,,,,,,,,,
198507,40,43,39,42,38,37,39,39,42,43,44,42,46,43,51,49,49,46
362782,,,,,,,,,,,,,,,,,,
212197,75,72,69,73,75,74,78,69,77,74,79,78,78,69,70,70,69,67
156648,,,,,,,,,,,,,,,,,,
153296,,,,,,,,,,,,,,,,,,
486080,,,,,,,,,,,,,,,,,,
144962,68,68,70,63,64,69,67,74,74,74,70,70,70,69,67,74,71,73
190974,,,,,,,,,,,,,,,,,,
190983,63,67,68,68,60,60,55,58,63,57,60,63,66,61,62,61,62,59
198516,83,83,85,83,84,82,83,81,82,83,82,81,78,78,73,72,76,73
490346,,,,,,,,,,,,,,,,,,
133553,62,61,62,61,59,55,55,52,56,58,55,54,57,60,61,61,59,58
104586,70,59,69,65,60,63,59,58,59,55,57,60,55,56,51,57,61,57
426314,19,24,28,18,25,24,28,24,58,48,45,40,67,50,,0,,100
457378,,,,,,,,,,,,,,,,,,
165662,79,79,82,79,81,80,80,80,81,82,81,80,78,76,72,74,70,68
127158,,,,,,,,,,,,,,,,,,
139630,34,38,40,42,44,27,34,43,45,39,36,34,41,38,30,35,40,29
165671,70,62,66,66,66,67,64,64,58,58,63,62,63,62,57,58,53,63
153302,60,53,39,47,45,46,52,63,48,40,50,46,26,32,27,37,0,24
232025,51,54,54,60,52,51,54,47,48,46,59,50,57,55,54,58,52,51
139658,90,90,90,90,91,91,89,91,91,90,90,89,90,87,88,87,91,86
487092,,,,,,,,,,,,,,,,,,
114114,,,,,,,,,,,,,,,,,,
212328,,,,,,,,,,,,,,,,,,
481678,,,,,,,,,,,,,,,,,,
447175,,,,,,,,,,,,,,,,,,
447148,,,,,,,,,,,,,,,,,,
368230,,,,,,,,,,,,,,,,,,
174978,,,,,,,,,,,,,,,,,,
430218,,,,,,,,,,,,,,,,,,
164845,,,,,,,,,,,,,,,,,,
383765,,,,,,,,,,,,,,,,,,
485014,,,,,,,,,,,,,,,,,,
375984,,,,,,,,,,,,,,,,,,
104443,,,,,,,,,,,,,,,,,,
459019,,,,,,,,,,,,,,,,,,
485397,,,,,,,,,,,,,,,,,,
157614,,,,,,,,,,,,,,,,,,
184816,,,,,,,,,,,,,,,,,,
407470,,,,,,,,,,,,,,,,,,
450614,,,,,,,,,,,,,,,,,,
157669,,,,,,,,,,,,,,,,,,
458803,,,,,,,,,,,,,,,,,,
157650,,,,,,,,,,,,,,,,,,
157678,,,,,,,,,,,,,,,,,,
480310,,,,,,,,,,,,,,,,,,
407735,,,,,,,,,,,,,,,,,,
212337,,,,,,,,,,,,,,,,,,
415039,,,,,,,,,,,,,,,,,,
212382,,,,,,,,,,,,,,,,,,
450641,,,,,,,,,,,,,,,,,,
151652,,,,,,,,,,,,,,,,,,
458821,,,,,,,,,,,,,,,,,,
440101,,,,,,,,,,,,,,,,,,
182704,,,,,,,,,,,,,,,,,,
491145,,,,,,,,,,,,,,,,,,
212276,,,,,,,,,,,,,,,,,,
212230,,,,,,,,,,,,,,,,,,
447166,,,,,,,,,,,,,,,,,,
161493,,,,,,,,,,,,,,,,,,
407179,,,,,,,,,,,,,,,,,,
195067,,,,,,,,,,,,,,,,,,
169284,,,,,,,,,,,,,,,,,,
444282,,,,,,,,,,,,,,,,,,
448798,,,,,,,,,,,,,,,,,,
430227,,,,,,,,,,,,,,,,,,
458867,,,,,,,,,,,,,,,,,,
458812,,,,,,,,,,,,,,,,,,
212753,,,,,,,,,,,,,,,,,,
495518,,,,,,,,,,,,,,,,,,
450605,,,,,,,,,,,,,,,,,,
486691,,,,,,,,,,,,,,,,,,
106111,,,,,,,,,,,,,,,,,,
444291,,,,,,,,,,,,,,,,,,
193991,,,,,,,,,,,,,,,,,,
459064,,,,,,,,,,,,,,,,,,
212300,,,,,,,,,,,,,,,,,,
190239,,,,,,,,,,,,,,,,,,
212391,,,,,,,,,,,,,,,,,,
450599,,,,,,,,,,,,,,,,,,
481845,,,,,,,,,,,,,,,,,,
459000,,,,,,,,,,,,,,,,,,
478582,,,,,,,,,,,,,,,,,,
212294,,,,,,,,,,,,,,,,,,
182722,,,,,,,,,,,,,,,,,,
458858,,,,,,,,,,,,,,,,,,
456135,,,,,,,,,,,,,,,,,,
458830,,,,,,,,,,,,,,,,,,
481748,,,,,,,,,,,,,,,,,,
491136,,,,,,,,,,,,,,,,,,
128337,,,,,,,,,,,,,,,,,,
103741,,,,,,,,,,,,,,,,,,
184506,,,,,,,,,,,,,,,,,,
481739,,,,,,,,,,,,,,,,,,
476179,,,,,,,,,,,,,,,,,,
217581,,,,,,,,,,,,,,,,,,
478616,,,,,,,,,,,,,,,,,,
444307,,,,,,,,,,,,,,,,,,
459055,,,,,,,,,,,,,,,,,,
459046,,,,,,,,,,,,,,,,,,
212355,,,,,,,,,,,,,,,,,,
212267,,,,,,,,,,,,,,,,,,
114123,,,,,,,,,,,,,,,,,,
446242,,,,,,,,,,,,,,,,,,
155025,50,46,50,45,45,44,42,39,41,42,43,40,41,44,45,45,44,44
165699,78,78,74,75,75,79,71,73,70,72,67,69,72,67,64,53,57,53
207087,,,,,,,,,,,,,,,,,,
230418,,,,,,,,,,,,,,,,,,
101143,,,,,,,,,,,,,,,,,,
124487,50,20,17,0,0,17,29,25,0,40,0,20,50,6,0,0,43,14
224712,,,,,,,,,,,,,,,,,,
457581,,,,,,,,,,,,,,,,,,
439622,,,,,,,,,,,,,,,,,,
383525,,,,,,,,,,,,,,,,,,
191083,,,,,,,,,,,,,,,,,,
212434,,,,,,,,,,,,,,,,,,
409254,,,,,,,,,,,,,,,,,,
217998,40,52,45,61,60,63,62,48,56,65,55,63,69,58,63,70,65,68
369419,,,,,,,,,,,,,,,,,,
492306,,,,,,,,,,,,,,,,,,
184481,,,,,,,,,,,,,,,,,,
494649,,,,,,,,,,,,,,,,,,
446251,,,,,,,,,,,,,,,,,,
461582,,,,,,,,,,,,,,,,,,
417062,,,,,,,,,,,,,,,,,,
384333,,,,,,,,,,,,,,,,,,
244613,,,,,,,,,,,,,,,,,,
200590,,,,,,,,,,,,,,,,,,
450720,,,,,,,,,,,,,,,,,,
144971,51,60,50,53,44,52,51,53,61,56,65,39,29,51,53,51,56,66
458423,,,,,,,,,,,,,,,,,,
491598,,,,,,,,,,,,,,,,,,
177339,57,58,53,47,44,54,53,47,51,46,52,50,45,39,44,52,62,53
212443,,,,,,,,,,,,,,,,,,
230199,,,,,,,,,,,,,,,,,,
454935,,,,,,,,,,,,,,,,,,
230205,,,,,,,,,,,,,,,,,,
235149,,,,,,,,,,,,,,,,,,
385619,58,58,52,59,51,52,48,51,62,58,65,78,60,77,50,50,100,
446260,,,,,,,,,,,,,,,,,,
114266,,,,,,,,,,,,,,,,,,
207102,,,,,,,,,,,,,,,,,,
461537,,,,,,,,,,,,,,,,,,
494472,,,,,,,,,,,,,,,,,,
196680,,,,,,,,,,,,,,,,,,
224758,,,,,,,,,,,,,,,,,,
460376,17,17,15,0,60,33,,,,,,,,,,,,
129242,84,82,83,81,81,82,82,80,82,81,82,83,85,79,81,82,81,80
184694,62,63,63,54,55,53,53,56,54,58,55,58,52,55,51,55,51,52
184603,53,52,50,55,48,42,53,49,47,47,41,50,40,39,34,38,46,39
237367,46,36,42,35,36,28,30,32,34,34,33,35,37,41,37,36,37,38
153320,53,48,40,49,37,46,45,48,58,58,34,58,44,36,42,57,53,42
443049,25,33,40,71,,80,100,27,83,0,71,0,43,,,,0,
494597,33,,73,,,,,,,,,,,,,,,
493813,,,,,,,,,,,,,,,,,,
443058,0,0,50,0,67,100,0,100,100,0,25,29,0,0,80,70,45,88
196042,52,51,56,55,53,53,49,43,43,45,40,32,36,34,27,26,24,37
191126,,,,,,,,,,,,,,,,,,
101189,17,27,33,26,27,32,21,30,23,33,33,37,35,22,26,24,33,25
381486,,,,,,,,,,,,,,,,,,
248624,,,,,,,,,,,,,,,,,,
413176,,,,,,,,,,,,,,,,,,
198543,37,36,34,35,33,32,32,35,32,31,31,34,32,38,36,37,42,35
198534,,,,,,,,,,,,,,,,,,
114433,,,,,,,,,,,,,,,,,,
114460,,,,,,,,,,,,,,,,,,
487861,,,,,,,,,,,,,,,,,,
184612,52,53,47,46,47,41,39,36,46,42,36,37,33,35,36,34,23,36
169910,55,59,53,58,50,44,49,48,49,53,45,48,46,43,37,32,34,35
232089,34,32,29,27,35,30,31,25,32,33,31,31,36,31,35,29,34,33
114354,,,,,,,80,81,80,77,100,100,100,100,17,,,
114390,,,,,,,80,81,80,77,100,100,100,100,17,,,
114549,,,,,,,,,,,,,,,,,,
436599,,,,,,,,,,,,,,,,,,
191199,,,,,,,,,,,,,,,,,,
475422,,,,,,,,,,,,,,,,,,
172440,20,21,31,27,31,22,29,33,38,35,35,29,35,29,23,0,42,100
205090,,,,,,,,,,,,,,,,,,
461874,,,,,,,,,,,,,,,,,,
484075,,,,,,,,,,,,,,,,,,
137023,,,,,,,,,,,,,,,,,,
145099,,,,,,,,,,,,,,,,,,
165802,38,30,34,33,53,46,46,33,40,37,48,36,16,8,20,,,
220181,45,49,47,44,49,44,53,40,52,54,45,59,57,53,53,57,58,64
165820,57,58,58,61,60,54,53,57,50,51,47,52,52,51,47,52,55,47
114585,,,,,,,,,,,,,,,,,,
191205,42,48,48,48,31,36,30,34,37,39,31,44,41,39,43,40,34,37
133711,58,58,53,56,55,60,61,58,63,65,60,64,52,76,60,55,57,53
461245,,,,,,,,,,,,,,,,,,
476513,,,,,,,,,,,,,,,,,,
180197,,,,,,,,,,,,,,,,,,
160481,,,,,,,,,,,,,,,,,,
155052,,,,,,,,,,,,,,,,,,
169947,,,,,,,,,,,,,,,,,,
218025,,,,,,,,,,,,,,,,,,
462035,,,,,,,,,,,,,,,,,,
447908,,,,,,,,,,,,,,,,,,
496681,,,,,,,,,,,,,,,,,,
133650,55,55,53,51,48,41,39,40,41,40,40,41,39,41,39,42,45,46
133669,55,56,50,52,51,50,49,46,41,41,43,42,38,39,38,37,37,37
441380,,,,,,,,,,,,,,,,,,
487445,,,,,,,,,,,,,,,,,,
487409,,,,,,,,,,,,,,,,,,
487490,,,,,,,,,,,,,,,,,,
487436,,,,,,,,,,,,,,,,,,
487418,,,,,,,,,,,,,,,,,,
487454,,,,,,,,,,,,,,,,,,
133997,,,,,,,,79,37,67,,,,,,,,
487472,,,,,,,,,,,,,,,,,,
487384,,,,,,,,,,,,,,,,,,
487427,,,,,,,,,,,,,,,,,,
487393,,,,,,,,,,,,,,,,,,
434715,,,,,,,,,,,,,,,,,,
133809,28,28,27,26,17,25,19,15,9,12,16,4,5,100,100,0,100,100
434441,,,,,,,,,,,,,,,,,,
441423,,,,,,,,,,,,,,,,,,
135160,,,,,,,,,,,,,,,,,,
433660,56,53,50,48,48,46,43,49,44,45,45,47,45,41,35,35,38,37
476814,,,,,,,,,,,,,,,,,,
133881,66,60,59,60,60,58,57,55,54,55,56,57,58,59,56,57,52,54
480569,,,,,,,,,,,,,,,,,,
133942,,,,,,,,,,,,,,,,,,
486512,,,,,,,,,,,,,,,,,,
133951,67,67,63,58,57,56,58,54,52,49,43,46,46,49,49,48,48,47
133979,32,35,36,36,38,38,39,38,37,41,42,36,37,33,38,28,27,22
408844,49,57,68,75,63,53,70,64,,,,,,,,,,
138284,,,,,,,,,,,,,,,,,,
482936,56,50,,,,,,,,,,,,,,,,
495299,,,,,,,,,,,,,,,,,,
134024,,,,,,,,,,,,,,,,,,
457350,,,,,,,,,,,,,,,,,,
134079,68,68,68,64,63,59,57,65,58,55,55,52,55,52,54,56,53,58
133508,,,,,,,,,,,,,,,,,,
133702,,,,,,,,,,,,,,,,,,
134097,83,84,83,83,80,80,79,79,77,75,74,74,71,70,69,68,66,65
488253,,,,,,,,,,,,,,,,,,
444219,,,,,,,,,,,,,,,,,,
380368,,,,,,,,,,,,,,,,,,
177418,61,66,54,63,50,52,54,48,41,34,43,45,52,55,51,55,51,58
114716,,,,,,,,,,,,,,,,,,
114831,,,,,,,,,,,,,,,,,,
419332,,,,,,,,,,,,,,,,,,
191241,83,83,83,83,79,80,81,80,81,81,78,80,79,78,80,78,78,77
208044,,,,,,,,,,,,,,,,,,
198552,,,,,,,,,,,,,,,,,,
155061,50,46,44,42,43,35,42,41,44,42,40,40,48,47,48,49,49,51
127185,44,42,41,44,40,45,40,38,37,38,37,38,34,33,30,32,28,30
135267,,,,,,,,,,,,,,,,,,
180212,,,,,,,,,,,,,,,,,,
134228,,,,,,,,,,,,,,,,,,
155098,,,,,,,,,,,,,,,,,,
139719,45,43,35,28,26,25,29,32,30,29,33,34,31,35,32,36,25,30
224828,,,,,,,,,,,,,,,,,,
371052,,,,,,,,,,,,,,,,,,
392415,,,,,,,,,,,,,,,,,,
439738,,,,,,,,,,,,,,,,,,
205179,,,,,,,,,,,,,,,,,,
450067,,,,,,,,,,,,,,,,,,
460020,,,,,,,,,,,,,,,,,,
450058,,,,,,,,,,,,,,,,,,
490975,,,,,,,,,,,,,,,,,,
487302,,,,,,,,,,,,,,,,,,
455460,,,,,,,,,,,,,,,,,,
436641,,,,,,,,,,,,,,,,,,
458681,,,,,,,,,,,,,,,,,,
494843,,,,,,,,,,,,,,,,,,
475130,,,,,,,,,,,,,,,,,,
455488,,,,,,,,,,,,,,,,,,
233329,,,,,,,,,,,,,,,,,,
439792,,,,,,,,,,,,,,,,,,
382957,,,,,,,,,,,,,,,,,,
456454,,,,,,,,,,,,,,,,,,
372921,,,,,,,,,,,,,,,,,,
459958,,,,,,,,,,,,,,,,,,
455628,,,,,,,,,,,,,,,,,,
494436,,,,,,,,,,,,,,,,,,
249609,,,,,,,,,,,,,,,,,,
475024,,,,,,,,,,,,,,,,,,
452124,,,,,,,,,,,,,,,,,,
455479,,,,,,,,,,,,,,,,,,
445744,,,,,,,,,,,,,,,,,,
385503,,,,,,,,,,,,,,,,,,
163347,,,,,,,,,,,,,,,,,,
183725,,,,,,,,,,,,,,,,,,
488271,,,,,,,,,,,,,,,,,,
175698,,,,,,,,,,,,,,,,,,
485236,,,,,,,,,,,,,,,,,,
457873,,,,,,,,,,,,,,,,,,
177436,,,,,,,,,,,,,,,,,,
145239,,,,,,,,,,,,,,,,,,
238722,,,,,,,,,,,,,,,,,,
165866,50,61,61,56,54,55,56,51,51,52,52,51,52,49,43,50,42,44
218061,43,44,44,39,37,40,42,41,41,43,42,40,39,39,42,38,37,41
245999,,,,,,,,,,,,,,,,,,
160074,25,33,27,28,31,50,33,36,29,25,33,0,0,3,0,2,,0
114734,,,,,,,,,,,,,,,,,,
205957,72,77,77,76,78,75,79,75,71,78,70,68,73,69,68,70,74,67
224891,,,,,,,,,,,,,,,,,,
212577,83,85,85,83,86,87,87,87,87,83,85,87,85,79,84,81,82,82
150604,61,63,65,61,62,66,60,61,57,60,54,54,55,56,58,58,57,57
248633,,,,,,,,,,,,,,,,,,
483577,,,,,,,,,,,,,,,,,,
182795,41,52,49,50,49,43,43,46,44,50,51,49,45,49,41,52,49,45
409120,,,,,,,,,,,,,,,,,,
202806,25,42,28,30,7,10,5,13,15,13,19,20,36,0,31,3,35,27
441982,97,94,96,93,91,86,93,95,99,94,96,90,93,89,,,,
459329,,,,,,,,,,,,,,,,,,
237844,,,,,,,,,,,,,,,,,,
162557,,,,,,,,,,,,,,,,,,
114761,,,,,,,,,,,,,,,,,,
220215,65,66,58,60,55,57,58,51,52,54,50,54,60,53,59,49,55,50
372073,,,,,33,32,100,,,,,,,,,,,
455062,,,,,,,,,,,,,,,,,,
114789,,,,,,,,,,,,,,,,,,
114813,68,67,67,66,65,62,54,63,54,59,50,63,63,60,58,63,57,65
155089,40,42,48,41,36,39,40,34,32,32,27,28,36,41,28,44,43,46
127200,,,,,,,,,,,,,,,,,,
403469,,,,,,,,,,,,,,,,,,
156727,,,,,,,,,,,,,,,,,,
162584,48,53,49,52,49,47,51,49,47,44,45,48,49,48,51,47,47,49
134237,44,46,43,31,26,41,43,50,80,80,77,85,,,,81,,
114840,,,,,,,,,,,,,,,,,,
114859,,,,,,,,,,,,,,,,,,
191302,,,,,,,,,,,,,,,,,,
218070,82,81,83,80,81,84,83,84,84,83,87,84,86,85,83,86,84,84
476498,,,,,,,,,,,,,,,,,,
481030,,,,,,,,,,,,,,,,,,
459310,,,,,,,,,,,,,,,,,,
476939,,,,,,,,,,,,,,,,,,
145406,,,,,,,,,,,,,,,,,,
407090,,,,,,,,,,,,,,,,,,
485926,,,,,,,,,,,,,,,,,,
101240,,,,,,,,,,,,,,,,,,
490090,,,,,,,,,,,,,,,,,,
461254,,,,,,,,,,,,,,,,,,
491181,,,,,,,,,,,,,,,,,,
452948,,,,,,,,,,,,,,,,,,
156471,,,,,,,,,,,,,,,,,,
406033,,,,,,,,,,,,,,,,,,
406024,,,,,,,,,,,,,,,,,,
497116,,,,,,,,,,,,,,,,,,
496991,,,,,,,,,,,,,,,,,,
497125,,,,,,,,,,,,,,,,,,
131450,58,44,51,47,53,43,46,46,48,33,41,35,40,29,25,32,28,26
224961,,,,,,,,,,,,,,,,,,
212601,65,68,68,67,68,64,66,65,64,65,66,69,63,65,65,64,65,65
155104,,,,,,,,,,,,,,,,,,
488013,,,,,,,,,,,,,,,,,,
198561,46,54,59,53,50,44,50,52,55,45,55,48,45,52,57,43,44,48
431169,,,,,,,,,,,,,,,,,,
162609,,,,,,,,,,,,,,,,,,
145275,,,,,,,,,,,,,,,,,,
198570,,,,,,,,,,,,,,,,,,
157438,,,,,,,,,,,,,,,,,,
105145,,,,,,,,,,,,,,,,,,
130396,,,,,,,,,,,,,,,,,,
246895,,,,,,,,,,,,,,,,,,
238759,,,,,,,,,,,,,,,,,,
495147,,,,,,,,,,,,,,,,,,
114938,,,,,,,,,,,,,,,,,,
456542,,,,,,,,,,,,,,,,,,
460385,,,,,,,,,,,,,,,,,,
145309,,,,,,,,,,,,,,,,,,
480912,,100,,,,,33,,,,,,,,,,,
114947,,,,,,,,,,,,,,,,,,
191311,,,,,,,,,,,,,,,,,,
191339,,,,,,,,,,,,,,,,,,
431196,,,,,,,,,,,,,,,,,,
220765,,,,,,,,,,,,,,,,,,
382780,,,,,,,,,,,,,,,,,,
212656,70,72,72,64,69,65,64,64,67,62,68,61,59,57,53,58,54,55
101286,,,,,,,,,,,,,,,,,,
101295,,,,,,,,,,,,,,,,,,
101301,,,,,,,,,,,,,,,,,,
208822,69,66,68,67,72,64,70,65,62,64,62,67,66,62,62,66,59,61
232186,70,72,71,70,71,70,69,67,67,66,64,63,64,61,58,56,53,53
134291,,,,,,,,,,,,,,,,,,
134307,,,,,,,,,,,,,,,,,,
131469,84,85,82,82,81,84,83,79,81,80,81,81,81,81,78,79,78,79
156745,56,56,45,58,53,57,57,55,57,60,59,68,61,57,62,60,58,61
131496,95,94,95,94,95,94,94,95,92,93,94,94,93,93,93,94,93,93
138822,,,,,,,,,,,,,,,,,,
139861,62,62,64,64,66,59,60,61,61,57,55,59,48,42,46,41,44,37
447689,21,18,21,17,15,17,21,27,27,,,,,,,,,
139700,,,,,,,,,,,,,,,,,,
408862,,,,,,,,,,,,,,,,,,
139755,92,91,90,87,85,86,85,82,82,79,79,80,79,77,78,77,76,72
485111,,,,,,,,,,,,,,,,,,
139384,,,,,,,,,,,,,,,,,,
244446,,,,,,,,,,,,,,,,,,
139931,54,54,50,50,50,51,50,51,50,50,47,45,47,45,45,43,41,38
