UnitID,Control,State
212328,3,PA
481678,3,GA
447175,3,CO
447148,3,AZ
368230,3,NJ
174978,3,MN
430218,3,NJ
164845,3,MA
383765,3,NY
485014,3,NY
375984,3,PA
104443,3,AZ
459019,3,NC
485397,3,PA
157614,3,KY
184816,3,NJ
407470,3,OH
450614,3,NC
157669,3,KY
458803,3,TN
157650,3,KY
157678,3,KY
480310,3,MD
407735,3,WI
212337,3,GA
415039,3,PA
212382,3,PA
450641,3,NH
151652,3,IN
458821,3,TN
440101,3,GA
182704,3,NH
491145,3,FL
212276,3,PA
212230,3,PA
447166,3,CO
161493,3,ME
407179,3,MA
195067,3,NY
169284,3,MI
444282,3,VA
448798,3,WI
430227,3,PA
458867,3,GA
458812,3,TN
212753,3,PA
495518,3,VA
450605,3,PA
486691,3,GA
106111,3,AZ
444291,3,MD
193991,3,NY
459064,3,NC
212300,3,PA
190239,3,NY
212391,3,PA
450599,3,VA
481845,3,NY
459000,3,TN
478582,3,GA
212294,3,PA
182722,3,NH
458858,3,IN
456135,3,MN
458830,3,PA
481748,3,IL
491136,3,FL
128337,3,CO
103741,3,AZ
184506,3,NJ
481739,3,IL
476179,3,VA
217581,3,RI
478616,3,NC
444307,3,PA
459055,3,FL
459046,3,NC
212355,3,PA
212267,3,PA
114123,3,CA
446242,2,KY
155025,1,KS
165699,2,MA
207087,3,OK
230418,2,UT
101143,1,AL
124487,2,CA
224712,2,TX
457581,3,KS
439622,1,NY
383525,1,NY
191083,1,NY
212434,3,PA
409254,2,IL
217998,2,SC
369419,1,FL
492306,1,CA
184481,1,NJ
494649,3,UT
446251,3,IL
461582,3,IL
417062,3,CA
384333,1,AZ
244613,3,IL
200590,3,OH
450720,3,NV
144971,2,IL
458423,3,NV
491598,3,PA
177339,2,MO
212443,2,PA
230199,3,UT
454935,3,ID
230205,3,UT
235149,1,WA
385619,2,FL
446260,3,WA
114266,1,CA
207102,3,OK
461537,3,MO
494472,2,TX
196680,2,NY
224758,3,TX
460376,2,VA
129242,2,CT
184694,2,NJ
184603,2,NJ
237367,1,WV
153320,2,IA
443049,2,WA
494597,2,FL
493813,3,PA
443058,2,OK
196042,1,NY
191126,1,NY
101189,2,AL
381486,3,IA
248624,1,PA
413176,1,WV
198543,1,NC
198534,1,NC
114433,1,CA
114460,3,CA
487861,3,OH
184612,2,NJ
169910,1,MI
232089,2,VA
114354,3,CA
114390,3,CA
114549,2,CA
436599,3,MA
191199,1,NY
475422,2,NY
172440,2,MI
205090,2,OH
461874,3,WI
484075,3,FL
137023,1,FL
145099,3,IL
165802,2,MA
220181,2,TN
165820,1,MA
114585,3,CA
191205,3,NY
133711,2,FL
461245,1,FL
476513,3,CA
180197,1,MT
160481,1,LA
155052,1,KS
169947,3,MI
218025,1,SC
462035,3,FL
447908,3,FL
496681,3,FL
133650,1,FL
133669,1,FL
441380,3,FL
487445,3,FL
487409,3,FL
487490,3,TX
487436,3,FL
487418,3,FL
487454,3,FL
133997,3,FL
487472,3,FL
487384,3,FL
487427,3,FL
487393,3,FL
434715,3,FL
133809,2,FL
434441,3,FL
441423,3,FL
135160,1,FL
433660,1,FL
476814,3,FL
133881,2,FL
480569,2,FL
133942,3,FL
486512,3,FL
133951,1,FL
133979,2,FL
408844,3,FL
138284,1,FL
482936,1,FL
495299,3,FL
134024,3,FL
457350,2,FL
134079,2,FL
133508,1,FL
133702,1,FL
134097,1,FL
488253,3,NY
444219,1,CA
380368,1,MN
177418,2,MO
114716,1,CA
114831,1,CA
419332,1,PA
191241,2,NY
208044,3,OK
198552,1,NC
155061,1,KS
127185,1,CO
135267,1,FL
180212,1,MT
134228,3,FL
155098,1,KS
139719,1,GA
224828,3,TX
392415,3,TX
371052,3,AL
439738,3,LA
205179,3,OH
450067,3,OH
460020,3,SC
450058,3,OH
490975,3,FL
487302,3,OH
455460,3,AL
436641,3,AL
458681,3,IN
494843,3,MD
475130,3,AL
455488,3,AL
233329,3,VA
439792,3,FL
382957,3,VA
456454,3,UT
372921,3,GA
459958,3,TX
455628,3,AL
494436,3,TN
249609,3,PA
475024,3,NJ
452124,3,TN
455479,3,FL
445744,3,FL
385503,3,PA
163347,3,MD
183725,3,NJ
488271,3,WA
175698,3,MS
485236,3,PA
457873,1,OH
177436,1,MO
145239,3,IL
238722,1,WI
165866,1,MA
218061,1,SC
245999,1,OK
160074,2,LA
114734,2,CA
205957,2,OH
224891,1,TX
212577,2,PA
150604,2,IN
248633,1,PA
483577,3,TN
182795,2,NH
409120,1,MO
202806,2,OH
441982,2,MA
459329,1,FL
237844,1,WV
162557,1,MD
114761,3,CA
220215,2,TN
372073,3,CA
455062,3,MI
114789,1,CA
114813,2,CA
155089,2,KS
127200,1,CO
403469,1,IL
156727,2,KY
162584,1,MD
134237,3,FL
114840,2,CA
114859,1,CA
191302,1,NY
218070,2,SC
476498,3,FL
481030,2,WV
459310,3,FL
476939,3,FL
407090,3,IL
145406,3,IL
485926,3,TX
101240,1,AL
490090,1,FL
461254,3,CA
491181,3,KY
452948,3,OH
156471,3,KY
406033,3,TX
406024,3,FL
497116,3,TX
496991,3,FL
497125,3,TN
131450,2,DC
224961,1,TX
212601,2,PA
155104,1,KS
488013,3,NJ
198561,2,NC
431169,1,WV
162609,1,MD
145275,2,IL
198570,1,NC
157438,1,KY
105145,1,AZ
130396,1,CT
246895,1,AZ
238759,1,WI
495147,2,WA
114938,1,CA
456542,2,PA
460385,2,PA
145309,3,IL
480912,3,TX
114947,2,CA
191311,2,NY
191339,1,NY
431196,1,NY
220765,3,TN
382780,3,TN
212656,2,PA
101286,1,AL
101295,1,AL
101301,1,AL
208822,2,OR
232186,1,VA
134291,1,FL
134307,1,FL
131469,2,DC
156745,2,KY
131496,2,DC
138822,3,GA
139861,1,GA
447689,1,GA
139700,1,GA
408862,3,GA
139755,1,GA
485111,1,GA
139384,1,GA
244446,1,GA
139931,1,GA
139764,1,GA
139940,1,GA
244437,1,GA
184773,2,NJ
202888,3,OH
232195,1,VA
212674,2,PA
494551,2,NY
235307,3,WA
169974,1,MI
115010,3,CA
497338,3,CA
104708,1,AZ
115001,1,CA
237385,1,WV
488651,3,NM
492935,3,FL
493521,3,OH
449384,3,CA
230889,2,VT
202903,2,OH
169992,1,MI
115083,2,CA
115126,1,CA
130989,2,DE
235316,2,WA
202912,2,OH
492281,3,AR
129154,2,CT
165936,2,MA
375683,1,OK
139968,1,GA
165945,2,MA
150668,2,IN
491729,3,MS
162654,2,MD
493150,3,TN
486530,3,TN
145336,1,IL
363679,3,MO
170000,2,MI
150677,2,IN
483841,3,NY
481058,2,CA
481401,2,TX
153366,2,IA
115214,2,CA
139746,1,GA
145354,2,IL
159009,1,LA
104717,3,AZ
170055,1,MI
176983,1,MO
170082,1,MI
153375,2,IA
183257,1,NH
442569,3,KS
212771,2,PA
235334,1,WA
225070,1,TX
182306,1,NV
183150,1,NH
180249,1,MT
495110,2,MI
170091,2,MI
213181,3,PA
497213,2,WA
202949,1,OH
364548,1,OK
383367,1,PA
418454,1,PA
382416,1,MA
428019,1,OK
235343,1,WA
260363,1,PA
365240,1,OH
165981,1,MA
198598,2,NC
218113,1,SC
145372,2,IL
153384,2,IA
115296,1,CA
115287,1,CA
212805,2,PA
198613,2,NC
198622,1,NC
134343,1,FL
139995,2,GA
459213,3,CA
173647,2,MN
159027,3,LA
436632,3,NC
140003,3,GA
444714,3,GA
425250,3,GA
490559,3,FL
140012,1,GA
212832,2,PA
102313,1,AL
383084,1,CA
495314,2,NJ
162690,1,MD
163541,3,MD
436030,3,MD
488262,3,DE
496672,3,OK
447971,3,MD
367981,3,IL
145424,3,IL
145433,3,IL
367051,3,IL
198640,1,NC
225201,2,TX
191515,2,NY
173665,2,MN
232256,2,VA
166018,2,MA
232265,2,VA
369950,3,OH
455327,3,TX
202985,1,OH
177542,2,MO
150756,2,IN
212869,2,PA
225247,2,TX
107044,2,AR
162706,1,MD
490382,3,NH
177551,1,MO
212878,1,PA
446640,2,PA
129491,2,CT
115393,1,CA
191533,2,NY
166027,2,MA
115409,2,CA
155140,1,KS
417600,3,MN
181127,2,NE
176062,3,MS
111045,2,CA
212911,2,PA
383190,1,HI
141608,3,HI
460756,3,HI
141644,2,HI
153445,1,IA
478917,3,KS
155159,3,KS
198668,1,NC
156790,1,KY
173683,2,MN
418612,1,PA
490054,3,FL
439668,3,AZ
247010,3,ID
455071,3,MO
454795,3,CA
441830,3,UT
456968,3,NC
493585,2,PA
493752,3,TN
450960,3,CA
481465,3,LA
446303,3,NJ
384342,1,IL
166045,2,MA
145497,2,IL
203067,2,NY
203085,2,OH
180276,1,MT
191597,2,NY
166054,2,MA
481155,2,GA
156851,1,KY
107071,1,AR
107080,2,AR
173708,1,MN
431266,1,VA
170240,1,MI
198677,2,NC
101453,2,AL
235422,2,WA
214476,2,PA
431275,1,NY
191612,1,NY
200785,2,OH
140340,2,GA
101365,2,AL
459851,2,WI
459842,2,WI
240392,2,WI
174154,2,MN
433536,2,LA
386472,2,FL
496973,2,FL
155177,2,KS
173735,1,MN
484002,3,CA
208053,1,OK
198695,2,NC
485403,2,CA
155186,1,KS
145521,1,IL
180081,1,MT
235583,3,WA
407708,3,WA
235431,1,WA
191621,2,NY
225371,1,TX
134495,1,FL
168555,3,MI
170286,2,MI
115658,3,CA
175786,1,MS
480000,3,CA
203128,2,OH
203146,2,OH
191630,2,NY
134510,2,FL
203155,1,OH
367884,2,FL
191649,2,NY
490407,3,GA
184746,3,NJ
461379,3,MD
232308,2,VA
495174,3,CA
443234,3,FL
134529,3,FL
485388,3,FL
485379,3,FL
175810,1,MS
129534,2,CT
150774,2,IN
212984,2,PA
184968,2,NJ
115728,2,CA
166133,1,MA
457086,2,CA
203386,3,OH
141680,1,HI
162760,2,MD
443076,2,NC
170301,2,MI
488332,3,FL
120537,2,CA
156860,1,KY
457226,2,IN
218140,1,SC
488411,3,CA
107099,3,AR
191676,2,NY
129543,1,CT
176716,3,MO
177588,3,MO
421771,3,MO
225399,2,TX
493743,3,TX
225423,1,TX
246345,2,TX
458034,3,TX
492157,3,TX
380067,3,TX
484996,3,TX
225520,1,TX
162779,1,MD
225548,2,TX
131520,2,DC
184995,1,NJ
191719,1,NY
164368,2,MA
115773,2,CA
191728,3,NY
101435,2,AL
440217,1,PA
237437,3,WV
377643,3,WV
150941,2,IN
488068,3,TN
449348,2,AL
363439,3,KY
368443,3,TN
205559,3,OH
444255,3,TN
220002,3,TN
486965,3,CA
212993,3,PA
487524,2,ME
225575,2,TX
155195,1,KS
486345,3,IL
368771,2,CA
372329,3,CO
491738,3,HI
193405,2,NY
491659,2,CA
493947,3,ID
142276,1,ID
480161,3,KY
449597,3,IN
483780,3,VA
127273,2,CO
434584,1,AK
145682,1,IL
145691,2,IL
145628,2,IL
443368,1,IL
145725,2,IL
419253,3,IL
460145,3,IL
145813,1,IL
145831,1,IL
145646,2,IL
487922,3,TN
213011,2,PA
457387,1,FL
115861,1,CA
155201,1,KS
465812,2,UT
491880,3,CA
495280,2,AZ
418296,1,OK
153472,1,IA
134608,1,FL
418560,1,PA
151290,2,IN
492962,2,IN
151324,1,IN
213020,1,PA
151351,1,IN
151388,1,IN
151333,1,IN
151360,1,IN
151111,1,IN
151342,1,IN
151379,1,IN
488420,3,IN
151801,2,IN
488679,2,IN
415057,3,CT
485564,3,LA
388663,3,OH
483106,3,NJ
492731,3,NJ
457554,3,IL
491932,3,FL
115931,3,CA
145886,2,IL
462044,2,ME
441548,3,NJ
458122,3,VA
496751,3,TX
187745,1,NM
489335,2,CA
444699,3,HI
493080,3,CA
457819,3,NY
448017,3,MS
481207,3,MD
493363,2,SD
461218,3,PA
491570,3,GA
454616,3,MN
448044,3,NV
454838,2,CO
441663,3,OR
431141,3,CA
455804,2,DC
483373,3,CA
128179,3,CO
128188,3,CO
440776,3,TX
443696,3,TX
367361,3,TX
138655,3,GA
442435,3,GA
138664,3,GA
367103,3,KY
483869,3,FL
481960,3,CA
457208,3,CA
442888,3,CA
366289,3,CA
443571,3,CA
140146,2,GA
116226,3,CA
134714,3,FL
457785,3,NV
235501,3,WA
436614,2,AZ
491686,3,AZ
431284,3,TX
488378,3,WA
238005,3,WV
151467,3,IN
462336,3,CA
203289,3,OH
461175,3,CA
453297,3,OH
488925,3,SC
448691,2,PA
457341,3,CT
127316,3,CO
113449,3,CA
480347,3,AZ
116350,3,CA
365091,3,GA
443128,2,CA
439686,2,FL
173799,1,MN
191931,2,NY
153524,1,IA
153533,1,IA
153597,3,IA
154165,3,IA
154457,3,IA
153603,1,IA
153621,2,IA
153630,1,IA
441238,2,CA
443137,3,MI
116439,1,CA
191940,2,NY
191959,3,NY
198710,1,NC
173805,1,MN
175829,1,MS
191968,2,NY
159197,3,LA
150987,1,IN
437237,2,RI
481474,3,CA
101471,1,AL
150765,3,IN
232414,1,VA
490416,3,LA
101462,1,AL
170444,1,MI
220400,1,TN
175856,1,MS
225876,2,TX
101480,1,AL
134945,2,FL
203678,1,OH
232423,1,VA
237473,1,WV
198729,1,NC
192004,3,NY
191986,1,NY
225885,2,TX
443146,3,TX
483276,3,OK
414540,3,PA
177676,1,MO
156921,1,KY
192022,1,NY
418445,1,PA
417886,1,NY
107123,2,AR
101505,1,AL
207704,3,OK
451918,3,TN
455196,3,NJ
192040,2,NY
185679,2,NJ
419341,3,PA
185174,3,NJ
188696,3,NY
220464,2,TN
146205,1,IL
401764,3,IL
107141,2,AR
101514,1,AL
203368,2,OH
446349,1,WV
159328,3,LA
455239,3,NY
488776,3,IN
462354,2,CA
428125,3,CA
146278,1,IL
491242,3,OR
162928,2,MD
445708,2,NC
439288,2,CO
414823,2,FL
460349,2,RI
217235,2,RI
198756,2,NC
213233,2,PA
155210,1,KS
220473,2,TN
132879,2,FL
198774,1,NC
496742,3,VA
210474,3,PA
431099,3,MA
478661,3,NJ
213215,3,PA
486734,3,NJ
484321,3,NJ
146296,1,IL
175883,1,MS
487311,2,FL
461281,3,FL
456551,3,ND
200110,3,ND
215479,2,PA
181190,3,NE
101541,2,AL
146339,2,IL
461139,2,NC
213251,2,PA
484057,3,MA
485810,3,TX
481313,3,FL
170532,2,MI
170541,1,MI
146348,1,IL
155308,2,KS
177746,2,MO
155292,1,KS
490601,2,MO
179812,2,MO
155399,1,KS
155414,2,KS
141796,1,HI
146366,1,IL
141802,1,HI
494658,3,CA
374343,3,MS
492652,3,FL
225991,3,TX
185262,1,NJ
440031,2,CA
182892,3,NH
183062,1,NH
192165,2,NY
135081,2,FL
170550,1,MI
161192,1,ME
486840,1,GA
218195,3,SC
445850,3,SC
460011,3,SC
489159,3,SC
467906,3,SC
218159,3,SC
432117,3,SC
445841,3,SC
488439,3,IN
493497,3,VA
177816,2,MO
203447,1,OH
203456,1,OH
203526,1,OH
203517,1,OH
203492,1,OH
203465,1,OH
203474,1,OH
203483,1,OH
157100,2,KY
157854,1,KY
487904,3,KY
157030,2,KY
157058,1,KY
157076,2,KY
203535,2,OH
461847,2,NJ
203544,2,OH
169983,2,MI
192192,2,NY
457475,3,GA
461315,1,MI
134422,3,FL
213303,2,PA
375726,1,OK
226019,1,TX
220516,2,TN
213321,2,PA
417628,1,MO
153737,1,IA
170587,1,MI
146418,1,IL
428392,1,OR
146427,2,IL
375373,1,OH
490452,3,AZ
213349,1,PA
171881,2,MI
490717,3,NV
457633,3,MI
429012,3,FL
383163,3,FL
135142,3,FL
153773,3,IA
153746,3,IA
154332,3,IA
153782,3,IA
154341,3,IA
153764,3,IA
213358,2,PA
213367,2,PA
117627,2,CA
483920,3,OH
155450,1,KS
165264,2,MA
260372,1,WI
213376,2,PA
213385,2,PA
140234,2,GA
117168,2,CA
219143,1,SD
177870,1,MO
203580,2,OH
407629,2,PA
146481,2,IL
146490,2,IL
146506,1,IL
170620,1,MI
200192,1,ND
173461,1,MN
170639,1,MI
117195,1,CA
135179,1,FL
235699,1,WA
135188,1,FL
203599,1,OH
238980,2,WI
183123,1,NH
239008,1,WI
146533,2,IL
451291,3,MI
496706,2,OH
127389,1,CO
441760,1,TX
226107,1,TX
226116,1,TX
226091,1,TX
456214,3,TX
117238,3,CA
213400,2,PA
418533,1,PA
213455,3,PA
213446,2,PA
218229,1,SC
247649,2,VT
220598,2,TN
209038,1,OR
117247,1,CA
207209,1,OK
140243,1,GA
213473,3,PA
213491,3,PA
170657,1,MI
240620,1,WY
226125,3,TX
486503,3,TX
226134,1,TX
476489,3,IL
495387,3,IL
496964,3,IL
366401,1,CA
182148,3,NV
160472,3,LA
166391,2,MA
117274,1,CA
117283,2,CA
485485,3,FL
250027,3,PA
232575,1,VA
215992,3,PA
408729,3,PA
454786,3,CA
483957,3,CA
481298,3,CA
166407,2,MA
170675,2,MI
239017,2,WI
101569,1,AL
192323,2,NY
220604,2,TN
483221,3,CA
488138,3,LA
488235,3,MO
418542,1,PA
213507,2,PA
226204,1,TX
484172,3,FL
220613,2,TN
413626,1,MN
198808,2,NC
141811,1,HI
444228,3,SC
213525,1,PA
213543,2,PA
491677,3,PA
418515,1,PA
198817,1,NC
198835,2,NC
441618,3,NY
198844,3,NC
166452,2,MA
226231,2,TX
213552,3,PA
209056,2,OR
146603,1,IL
146612,2,IL
142328,1,ID
177931,1,MO
450632,3,KY
157207,2,KY
427335,3,NY
232557,2,VA
117520,2,CA
117104,2,CA
140252,2,GA
475574,3,IN
494029,3,IN
192271,3,NY
218238,2,SC
146667,2,IL
146676,2,IL
163028,3,MD
126951,3,CO
226277,3,TX
151661,3,IN
434159,3,GA
146700,3,IL
221148,3,TN
146685,1,IL
220631,2,TN
213570,3,PA
129181,3,CT
184056,3,NJ
433101,3,RI
420343,3,NJ
374574,3,NJ
129923,3,CT
442073,3,NJ
213589,3,PA
445911,3,CT
165556,3,MA
184427,3,NJ
185396,3,NJ
449320,3,NY
403478,1,IL
213598,1,PA
177940,1,MO
117557,2,CA
177968,2,MO
135294,1,FL
461722,3,KY
157216,2,KY
209065,2,OR
437325,2,OR
437316,2,OR
209074,1,OR
485519,3,CA
219976,2,TN
180328,1,MT
434016,1,NE
135276,1,FL
421832,3,NC
198862,2,NC
213613,1,PA
177986,2,MO
117636,2,CA
227182,1,TX
117645,1,CA
383297,3,NY
192484,3,NY
192509,3,NY
461838,3,NY
192448,2,NY
232566,1,VA
166489,2,MA
203748,1,OH
409591,1,OH
135337,3,FL
153825,2,IA
133155,1,FL
490124,3,CA
117788,1,CA
446385,3,CA
117681,1,CA
117803,1,CA
436429,3,CA
117690,1,CA
117867,1,CA
400558,3,CA
474863,2,CA
117706,1,CA
117715,1,CA
117724,1,CA
117733,1,CA
117894,1,CA
117900,1,CA
494621,3,VA
198871,2,NC
159531,3,LA
159568,2,LA
449612,3,LA
483212,1,LA
159391,1,LA
159373,1,LA
435000,1,LA
159382,1,LA
159407,1,LA
159416,1,LA
159647,1,LA
157298,2,KY
203757,2,OH
458007,3,TN
166498,3,MA
235750,1,WA
117946,2,CA
146719,2,IL
163046,2,MD
159656,2,LA
117955,3,CA
226383,2,TX
483726,3,VA
363633,1,NM
101602,1,AL
153834,2,IA
135364,2,GA
173896,2,MN
178004,3,MO
146728,2,IL
213659,1,PA
213668,2,PA
118143,3,CA
118134,3,CA
132657,2,FL
482246,3,ND
492379,3,ND
106342,2,AR
118161,3,CA
170736,3,MI
481003,3,TX
441414,1,FL
173902,2,MN
146816,2,IL
192624,2,NY
170790,1,MI
497046,1,CA
375407,1,OH
238263,1,WI
379621,1,NY
157304,1,KY
170806,2,MI
182917,2,NH
176390,3,MS
153861,2,IA
407489,1,OH
161509,2,ME
161022,2,ME
161299,1,ME
490753,2,ME
490221,3,GA
495040,3,HI
449366,3,CA
203775,2,OH
135407,1,FL
129695,1,CT
183132,1,NH
151777,2,IN
461272,3,UT
192688,3,NY
155487,1,KS
155496,2,KS
192703,2,NY
420981,2,NY
192712,2,NY
192749,2,NY
461528,2,NC
213774,2,PA
213783,1,PA
490674,3,TX
451547,3,TX
470296,3,TX
446394,2,MD
239071,2,WI
130837,2,DE
192785,2,NY
411684,3,CA
475282,3,CA
239080,2,WI
151786,2,IN
495183,3,FL
105136,1,AZ
203845,2,OH
101648,1,AL
192800,2,NY
203881,1,OH
419226,1,FL
192819,2,NY
457642,3,MI
239105,2,WI
198899,2,NC
123943,2,CA
237525,1,WV
153922,1,IA
198905,1,NC
173452,2,MN
151810,2,IN
487977,3,WV
232672,2,VA
163815,3,MD
163295,2,MD
164085,2,MD
118541,2,CA
192864,2,NY
232706,2,VA
220710,2,TN
178059,2,MO
213826,2,PA
496061,3,OH
166647,1,MA
166674,1,MA
167288,1,MA
166683,2,MA
166692,1,MA
166805,3,MA
369002,2,MA
490470,3,TN
166823,1,MA
490267,3,TN
461333,3,HI
454698,3,CA
198914,1,NC
173957,2,MN
157331,1,KY
200226,1,ND
146977,2,IL
164270,2,MD
484039,3,FL
198923,1,NC
147004,1,IL
493549,3,TX
147013,2,IL
226578,1,TX
226587,2,TX
159717,1,LA
155511,2,KS
166656,2,MA
374592,1,NJ
439455,3,IL
147031,2,IL
490328,2,NY
488059,3,FL
192925,2,NY
455336,3,TX
456153,3,TX
476595,3,CA
488217,3,KY
493479,3,CA
479965,3,NJ
239169,2,WI
455831,3,FL
436650,3,LA
218335,1,SC
203942,1,OH
484066,3,KY
476993,3,UT
497310,3,NV
220792,2,TN
497204,3,TX
192970,2,NY
220871,2,TN
118684,1,CA
118693,2,CA
118718,1,CA
366632,1,PA
185509,1,NJ
237543,1,WV
140447,2,GA
193016,2,NY
153977,2,IA
203960,2,OH
419217,3,FL
366571,2,IA
213987,2,PA
480189,2,PA
198950,2,NC
237552,3,WV
244279,3,FL
175935,1,MS
461324,3,TN
365480,1,OK
491808,3,CA
427308,2,NY
166850,2,MA
118772,1,CA
135559,3,FL
494995,3,OH
105154,1,AZ
173993,1,MN
188261,1,NM
193061,2,NY
193052,2,NY
193070,2,NY
417752,2,TX
213996,2,PA
147129,2,IL
203997,2,OH
198969,2,NC
457952,3,PA
490489,2,MI
363165,1,OK
190114,2,NY
181303,1,NE
177995,1,MO
441575,2,NY
174020,1,MN
127565,1,CO
166869,2,MA
428000,3,FL
140827,3,GA
476355,3,NY
440819,3,CA
135717,1,FL
224776,3,TX
135647,1,FL
480851,3,FL
451103,3,FL
204006,1,OH
204015,1,OH
204024,1,OH
204158,1,OH
169655,3,MI
494728,3,TX
182953,3,NH
172422,1,MI
170611,3,MI
381370,3,MI
169220,2,MI
171100,1,MI
171128,1,MI
423412,3,TX
171155,1,MI
245953,2,OK
151962,2,IN
418320,1,OK
199458,2,NC
431017,1,OK
389860,1,OH
181312,1,NE
481225,2,TN
239220,1,WI
155520,2,KS
482158,1,GA
220996,2,TN
220978,1,TN
230959,2,VT
119058,2,CA
185536,1,NJ
166887,1,MA
129756,1,CT
487816,2,AL
226806,1,TX
181330,2,NE
218353,1,SC
193186,3,NY
157377,2,KY
493831,3,KS
383020,3,WI
439020,3,IL
178183,3,MO
458265,3,IL
437556,3,IL
482097,3,MO
469638,3,IL
475459,3,MS
178208,2,MO
457536,3,IL
226833,1,TX
143853,2,IL
423643,2,AZ
480985,2,UT
418481,1,PA
460534,3,TX
460516,3,CA
454555,3,NV
449904,3,TX
454546,3,CA
440855,3,TX
457077,3,CA
489760,3,CA
460525,3,ID
448895,3,CA
475325,3,NV
482060,3,CA
442657,3,CA
437778,3,TX
443669,3,NV
112288,3,CA
193201,3,NY
461014,3,NY
425986,3,MA
101675,2,AL
180373,1,MT
461883,3,FL
451264,3,MA
447379,3,OK
445258,3,OK
103963,3,AZ
460826,3,GA
213534,3,PA
441025,3,SC
443650,3,TN
496292,3,TN
458441,3,GA
460835,3,SC
491394,3,TX
458405,3,NC
460817,3,NC
475060,3,GA
456579,3,PA
438221,3,PA
367112,3,LA
428143,3,OK
245962,3,OK
456205,3,NC
456931,3,TX
228219,3,TX
460172,3,TX
198978,3,NC
214041,1,PA
486901,2,TN
147244,2,IL
118888,2,CA
175980,2,MS
239248,1,WI
449861,3,WI
239309,2,WI
239318,2,WI
483887,3,TN
178217,1,MO
368647,1,WV
484844,2,CA
486202,1,WV
174127,2,MN
174136,1,MN
174190,3,MN
175263,1,MN
428453,1,MN
173559,1,MN
174358,1,MN
173920,1,MN
173638,1,MN
200253,1,ND
118912,1,CA
193247,2,NY
214069,2,PA
211130,2,PA
488299,3,TX
118930,1,CA
176053,2,MS
247737,1,MS
176008,1,MS
176071,1,MS
455105,3,MS
176080,1,MS
176035,1,MS
176044,1,MS
178244,2,MO
178077,3,MO
440226,3,MO
178341,1,MO
179566,1,MO
179344,1,MO
178411,1,MO
178369,2,MO
178387,1,MO
129774,2,CT
198987,1,NC
175281,2,MN
219189,1,SD
413972,3,NC
199005,3,NC
476902,3,KS
493761,3,CA
485582,3,RI
178448,1,MO
490249,3,NJ
174321,3,MN
118958,3,CA
371928,3,CA
193265,3,NY
118976,1,CA
105206,1,AZ
193283,1,NY
118994,3,CA
204121,3,OH
250902,3,OH
193292,2,NY
147341,2,IL
185572,2,NJ
237561,1,WV
451459,1,NY
193308,3,NY
193326,1,NY
171225,1,MI
457749,3,MT
493655,3,TX
262165,2,MT
180461,1,MT
180179,1,MT
180522,1,MT
180416,1,MT
171234,1,MI
185590,1,NJ
193380,2,NY
119067,1,CA
127954,2,CO
163408,3,MD
163426,1,MD
199023,1,NC
214111,1,PA
199032,2,NC
166911,2,MA
433040,1,MA
147369,2,IL
444662,3,LA
214148,2,PA
248606,1,OK
119137,1,CA
239372,1,WI
147378,1,IL
214157,2,PA
483470,3,FL
157386,1,KY
140553,2,GA
140562,2,GA
460394,1,CA
127617,1,CO
163453,1,MD
237570,3,WV
154004,2,IA
218399,2,SC
365763,1,NJ
147396,2,IL
147411,1,IL
496478,3,MI
221096,1,TN
479062,3,RI
414124,3,MA
169275,1,MI
214166,2,PA
209241,2,OR
204176,2,OH
166939,2,MA
219198,2,SD
239390,2,WI
154013,2,IA
204200,2,OH
193353,2,NY
119173,2,CA
163462,2,MD
204194,2,OH
166957,1,MA
232788,1,VA
237598,3,WV
448275,3,WV
448248,1,UT
444954,1,WV
436100,3,ID
142416,3,ID
376631,3,TN
249061,3,IL
209250,1,OR
119164,1,CA
119216,1,CA
382258,1,CA
118198,3,CA
214175,2,PA
209287,2,OR
207236,1,OK
157401,1,KY
119270,3,CA
171304,1,MI
204264,2,OH
490337,3,CA
439747,3,CA
457606,3,LA
451228,3,IN
451477,3,OH
480037,3,NC
406486,3,UT
434432,3,NE
491589,2,TX
119331,1,CA
127653,2,CO
442611,3,NC
199087,1,NC
239424,2,WI
183141,1,NH
490115,3,TN
221184,1,TN
193478,1,NY
142489,3,ID
440749,3,SD
482325,3,TX
494269,3,GA
219204,3,SD
165635,3,MA
378956,3,FL
454847,3,CO
204334,3,OH
455868,3,CA
371964,3,CA
457767,3,NJ
131830,2,DC
119553,3,CA
496618,2,CO
148955,2,IL
147536,2,IL
461023,3,AZ
106980,1,AR
488280,3,FL
490018,3,FL
447759,3,CA
375106,3,NY
367334,3,NY
119605,2,CA
147590,2,IL
209296,2,OR
488110,3,TX
129729,1,CT
187596,1,NM
119678,1,CA
227146,1,TX
127714,2,CO
178518,2,MO
193584,2,NY
181765,1,NE
181419,1,NE
181297,2,NE
181446,2,NE
483513,3,TX
193609,2,NY
178527,3,MO
155566,1,KS
163532,2,MD
483258,3,IL
214272,2,PA
445692,3,UT
414939,3,NV
441900,1,NV
182519,1,NV
449685,3,NY
101277,3,AL
485591,3,AR
185758,2,NJ
214290,3,PA
262129,1,FL
437723,2,NJ
439774,3,FL
419280,3,MO
182980,2,NH
167093,2,MA
230977,3,VT
373678,3,MA
217305,2,RI
167215,2,MA
182999,3,NH
129932,3,CT
480903,3,CT
468963,3,MA
